昵称,性别,聊天内容,时间戳,标准时间,商品,类别,是否讲故事
甜***,2,好好吃啊,1679543904,2145/12/3 11:58,羊肚菌,食品,0
随***,1,@九*** 不是醪糟，蛋酒酒味不重,1679543905,2145/12/3 11:58,羊肚菌,食品,0
幸***,2,[赞][赞][赞][赞],1679543905,2145/12/3 11:58,羊肚菌,食品,0
安***,2,3号是竹荪可以一起买来涮火锅,1679543905,2145/12/3 11:58,羊肚菌,食品,0
C***,2,云南的羊肚菌可以放心拍,1679543905,2145/12/3 11:58,羊肚菌,食品,0
饭***,2,我也想吃了,1679543906,2145/12/3 11:58,羊肚菌,食品,0
华***,1,吃个桃桃，好凉凉,1679543907,2145/12/3 11:58,羊肚菌,食品,0
雨***,1,幸福的不要不要的,1679543907,2145/12/3 11:58,羊肚菌,食品,0
f***,0,顿顿[比心][比心][比心][比心],1679543909,2145/12/3 11:58,羊肚菌,食品,0
灰***,0,顿顿吃什么都香死个人[呲牙][呲牙],1679543908,2145/12/3 11:58,羊肚菌,食品,0
文***,0,[调皮][调皮][调皮][调皮][调皮],1679543909,2145/12/3 11:58,羊肚菌,食品,0
走***,1,好吃到跺脚脚,1679543908,2145/12/3 11:58,羊肚菌,食品,0
～***,2,[耶],1679543909,2145/12/3 11:58,羊肚菌,食品,0
@***,2,看顿顿吃东西太香了[泣不成声][泣不成声][泣不成声],1679543909,2145/12/3 11:58,羊肚菌,食品,0
透***,2,你是喜欢还是不喜欢,1679543911,2145/12/3 11:58,羊肚菌,食品,0
欣***,2,幸福的哭了[捂脸][捂脸][捂脸],1679543911,2145/12/3 11:58,羊肚菌,食品,0
杨***,0,让人嫉妒[捂脸],1679543911,2145/12/3 11:58,羊肚菌,食品,0
自***,0,顿顿哈哈哈哈哈哈哈,1679543911,2145/12/3 11:58,羊肚菌,食品,0
L***,2,看你吃，就香,1679543912,2145/12/3 11:58,羊肚菌,食品,0
司***,0,顿顿好可爱啊,1679543912,2145/12/3 11:58,羊肚菌,食品,0
，***,2,鱼糕好吃,1679543913,2145/12/3 11:58,羊肚菌,食品,0
暖***,2,妈呀，这一锅绝绝子,1679543913,2145/12/3 11:58,羊肚菌,食品,0
火***,2,@秋*** 午场就是吃饭时间,1679543914,2145/12/3 11:58,羊肚菌,食品,0
一***,1,顿顿，回武汉请你喝最最最好吃的蛋酒,1679543914,2145/12/3 11:58,羊肚菌,食品,0
梓***,0,羊肚菌煲鸡汤,1679543914,2145/12/3 11:58,羊肚菌,食品,0
甜***,2,流口水了,1679543914,2145/12/3 11:58,羊肚菌,食品,0
用***,0,热干面没有了,1679543914,2145/12/3 11:58,羊肚菌,食品,0
裕***,2,顿顿牛仔骨,1679543916,2145/12/3 11:58,羊肚菌,食品,0
火***,1,[赞][赞][赞][赞],1679543916,2145/12/3 11:58,羊肚菌,食品,0
王***,2,我要来上班,1679543917,2145/12/3 11:58,羊肚菌,食品,0
墨***,2,好奢侈,1679543917,2145/12/3 11:58,羊肚菌,食品,0
爱***,0,喜极而泣,1679543917,2145/12/3 11:58,羊肚菌,食品,0
地***,2,嫩,1679543918,2145/12/3 11:58,羊肚菌,食品,0
明***,2,自从看顿顿经常吃火锅，我也爱上了火锅,1679543918,2145/12/3 11:58,羊肚菌,食品,0
我***,1,啊,1679543918,2145/12/3 11:58,羊肚菌,食品,0
寒***,0,去武汉玩最喜欢武汉的蛋酒[比心][比心][比心][比心],1679543918,2145/12/3 11:58,羊肚菌,食品,0
落***,2,520万冲起来,1679543920,2145/12/3 11:58,羊肚菌,食品,0
春***,2,螺蛳粉有吗螺蛳粉螺蛳粉,1679543920,2145/12/3 11:58,羊肚菌,食品,0
蜜***,0,流口水啦[玫瑰][玫瑰],1679543922,2145/12/3 11:58,羊肚菌,食品,0
大***,0,顿顿今天太幸福了,1679543922,2145/12/3 11:58,羊肚菌,食品,0
笨***,2,好香,1679543922,2145/12/3 11:58,羊肚菌,食品,0
甜***,2,好香啊,1679543923,2145/12/3 11:58,羊肚菌,食品,0
爱***,0,虾尾还有吗,1679543923,2145/12/3 11:58,羊肚菌,食品,0
荣***,2,高兴也哭，生气也哭,1679543924,2145/12/3 11:58,羊肚菌,食品,0
f***,0,顿顿今天来大湾区,1679543924,2145/12/3 11:58,羊肚菌,食品,0
幸***,2,这个很好吃,1679543924,2145/12/3 11:58,羊肚菌,食品,0
最***,2,关键是人家穿的好看，不是衣服的问题,1679543925,2145/12/3 11:58,羊肚菌,食品,0
果***,1,孕妇能吃不,1679543925,2145/12/3 11:58,羊肚菌,食品,0
幻***,2,鱼糕在7号,1679543926,2145/12/3 11:58,羊肚菌,食品,0
用***,0,顿顿慢慢吃,1679543926,2145/12/3 11:58,羊肚菌,食品,0
爱***,2,@l*** 没食欲出门左拐[打脸],1679543927,2145/12/3 11:58,羊肚菌,食品,0
安***,2,顿顿我在吃你家乡的鱼糕,1679543927,2145/12/3 11:58,羊肚菌,食品,0
花***,2,午饭有着落了,1679543927,2145/12/3 11:58,羊肚菌,食品,0
用***,0,太好吃了,1679543928,2145/12/3 11:58,羊肚菌,食品,0
焕***,2,看着我也想吃了,1679543929,2145/12/3 11:58,羊肚菌,食品,0
用***,0,顿顿吃啥都香[捂脸],1679543929,2145/12/3 11:58,羊肚菌,食品,0
佳***,2,今天有鱼糕,1679543929,2145/12/3 11:58,羊肚菌,食品,0
絮***,2,我也在吃顿顿吃的鱼糕,1679543929,2145/12/3 11:58,羊肚菌,食品,0
蓝***,2,一个羊肚菌都要10块钱吧？,1679543929,2145/12/3 11:58,羊肚菌,食品,0
甜***,2,好想吃,1679543930,2145/12/3 11:58,羊肚菌,食品,0
蓉***,2,让人嫉妒,1679543930,2145/12/3 11:58,羊肚菌,食品,0
丽***,0,中午好,1679543931,2145/12/3 11:58,羊肚菌,食品,0
初***,2,就爱看顿顿吃饭,1679543931,2145/12/3 11:58,羊肚菌,食品,0
c***,2,牛肉丸东北不发货吗,1679543931,2145/12/3 11:58,羊肚菌,食品,0
燕***,2,顿顿不用吃中饭了,1679543931,2145/12/3 11:58,羊肚菌,食品,0
眼***,2,很好拿下顿顿，抓住他的胃就抓住他了，小仙女们听懂了吗？,1679543933,2145/12/3 11:58,羊肚菌,食品,0
欣***,2,购物车里有荆州鱼糕,1679543933,2145/12/3 11:58,羊肚菌,食品,0
用***,0,表情动作有点夸张,1679543934,2145/12/3 11:58,羊肚菌,食品,0
是***,2,同款火锅,1679543934,2145/12/3 11:58,羊肚菌,食品,0
是***,2,这个工作可以,1679543934,2145/12/3 11:58,羊肚菌,食品,0
??***,2,看饿了,1679543935,2145/12/3 11:58,羊肚菌,食品,0
嘟***,0,看饿了,1679543937,2145/12/3 11:58,羊肚菌,食品,0
伊***,2,流口水啦,1679543937,2145/12/3 11:58,羊肚菌,食品,0
卡***,2,饿了,1679543937,2145/12/3 11:58,羊肚菌,食品,0
焕***,2,烫嘴了吧哈哈,1679543938,2145/12/3 11:58,羊肚菌,食品,0
沐***,2,我来给主播点赞点赞点赞,1679543938,2145/12/3 11:58,羊肚菌,食品,0
幸***,2,美味,1679543938,2145/12/3 11:58,羊肚菌,食品,0
恬***,0,这本来就是卖吃的直播间，有吃的就对了,1679543938,2145/12/3 11:58,羊肚菌,食品,0
青***,0,我还有2分钟才能吃饭,1679543938,2145/12/3 11:58,羊肚菌,食品,0
元***,2,鱼膏链接？,1679543938,2145/12/3 11:58,羊肚菌,食品,0
大***,2,顿顿来蹭饭的吗[呲牙],1679543938,2145/12/3 11:58,羊肚菌,食品,0
神***,2,这个是晒干的吗？,1679543939,2145/12/3 11:58,羊肚菌,食品,0
蓉***,2,天,1679543939,2145/12/3 11:58,羊肚菌,食品,0
小***,0,哺乳期能吃吗,1679543939,2145/12/3 11:58,羊肚菌,食品,0
用***,0,你来广州吗？,1679543940,2145/12/3 11:59,羊肚菌,食品,0
用***,0,鱼糕买第二次了，今天到了，中午吃了一盒，非常好吃！！！[赞][赞][赞],1679543940,2145/12/3 11:59,羊肚菌,食品,0
大***,2,每次都特别宠顿顿,1679543941,2145/12/3 11:59,羊肚菌,食品,0
??***,0,顿顿不喜欢卖都不卖,1679543942,2145/12/3 11:59,羊肚菌,食品,0
顾***,0,还没吃饭呢，看着都流口水了,1679543942,2145/12/3 11:59,羊肚菌,食品,0
大***,1,哇，好有文化！连吃饭都有文化,1679543942,2145/12/3 11:59,羊肚菌,食品,0
果***,1,哺乳期可吃不,1679543942,2145/12/3 11:59,羊肚菌,食品,0
L***,0,辣椒酱没有了吗,1679543942,2145/12/3 11:59,羊肚菌,食品,0
不***,2,很有涵养,1679543942,2145/12/3 11:59,羊肚菌,食品,0
??***,2,顿顿是公安的？不是吧,1679543943,2145/12/3 11:59,羊肚菌,食品,0
Z***,2,又在吃火锅啊,1679543943,2145/12/3 11:59,羊肚菌,食品,0
木***,0,鱼豆腐，里面加了鸡蛋和鱼,1679543944,2145/12/3 11:59,羊肚菌,食品,0
锦***,2,顿顿去大湾洲直播没,1679543944,2145/12/3 11:59,羊肚菌,食品,0
猪***,0,配点米饭,1679543944,2145/12/3 11:59,羊肚菌,食品,0
用***,2,别吃了回答问题吧,1679543944,2145/12/3 11:59,羊肚菌,食品,0
乐***,2,能吃,1679543944,2145/12/3 11:59,羊肚菌,食品,0
M***,2,吃上火锅啦,1679543945,2145/12/3 11:59,羊肚菌,食品,0
海***,2,好吃,1679543945,2145/12/3 11:59,羊肚菌,食品,0
??***,2,[捂脸],1679543945,2145/12/3 11:59,羊肚菌,食品,0
n***,2,口水留一地,1679543945,2145/12/3 11:59,羊肚菌,食品,0
橙***,0,@@*** 是的，变得更帅更成熟了[不失礼貌的微笑],1679543945,2145/12/3 11:59,羊肚菌,食品,0
f***,0,欢迎顿顿来大湾区[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679543946,2145/12/3 11:59,羊肚菌,食品,0
周***,0,看的我一个不爱吃菌的人都想买了,1679543947,2145/12/3 11:59,羊肚菌,食品,0
幸***,2,炖汤也好喝,1679543948,2145/12/3 11:59,羊肚菌,食品,0
??***,2,隔着屏幕都感觉香,1679543948,2145/12/3 11:59,羊肚菌,食品,0
地***,2,主播比上课舒服[捂脸],1679543948,2145/12/3 11:59,羊肚菌,食品,0
卡***,2,我也去吃饭了??,1679543948,2145/12/3 11:59,羊肚菌,食品,0
罗***,2,羊肚菌特别鲜美,1679543948,2145/12/3 11:59,羊肚菌,食品,0
用***,0,二号机位拍顿顿,1679543948,2145/12/3 11:59,羊肚菌,食品,0
睿***,0,羊肚菌煲汤太香了,1679543949,2145/12/3 11:59,羊肚菌,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679543949,2145/12/3 11:59,羊肚菌,食品,0
小***,1,中午好,1679543950,2145/12/3 11:59,羊肚菌,食品,0
小***,0,好想和顿顿一起吃饭，好香[泣不成声][泣不成声][泣不成声],1679543950,2145/12/3 11:59,羊肚菌,食品,0
野***,2,鲜嫩[舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏][舔屏],1679543950,2145/12/3 11:59,羊肚菌,食品,0
用***,0,火锅煮热干面,1679543951,2145/12/3 11:59,羊肚菌,食品,0
九***,2,[赞][赞][赞],1679543951,2145/12/3 11:59,羊肚菌,食品,0
木***,2,@一*** 顿顿是吃货，碰到好吃的，他就变小孩了[呲牙],1679543951,2145/12/3 11:59,羊肚菌,食品,0
踏***,0,我的鱼糕今天收到了,1679543952,2145/12/3 11:59,羊肚菌,食品,0
