昵称,性别,聊天内容,时间戳,标准时间,商品,类别,是否讲故事
幻***,1,主播有点像胡夏,1679538059,2145/12/3 10:20,盐焗鸡,食品,0
东***,0,@奧*** 大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接,1679538067,2145/12/3 10:21,盐焗鸡,食品,0
M***,0,导演话有点多，导演话有点多,1679538067,2145/12/3 10:21,盐焗鸡,食品,0
奧***,2,冬冬，我要蛋卷！！,1679538067,2145/12/3 10:21,盐焗鸡,食品,0
啦***,2,今天有没有酸奶,1679538069,2145/12/3 10:21,盐焗鸡,食品,0
苒***,2,你好,1679538071,2145/12/3 10:21,盐焗鸡,食品,0
一***,2,那些年,1679538075,2145/12/3 10:21,盐焗鸡,食品,0
随***,0,不能说吃的了，饿死了,1679538076,2145/12/3 10:21,盐焗鸡,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538077,2145/12/3 10:21,盐焗鸡,食品,0
??***,2,那些年,1679538082,2145/12/3 10:21,黄鱼,生鲜,0
黑***,0,那些年,1679538082,2145/12/3 10:21,黄鱼,生鲜,0
T***,0,那些年,1679538083,2145/12/3 10:21,黄鱼,生鲜,0
t***,2,胡夏,1679538083,2145/12/3 10:21,黄鱼,生鲜,0
小***,2,那年夏天,1679538086,2145/12/3 10:21,黄鱼,生鲜,0
小***,2,知否,1679538086,2145/12/3 10:21,黄鱼,生鲜,0
媛***,0,那些年我们一起追过的女孩,1679538089,2145/12/3 10:21,黄鱼,生鲜,0
苒***,2,有鸭爪吗？,1679538090,2145/12/3 10:21,黄鱼,生鲜,0
小***,0,凤凰花开的时候！！,1679538095,2145/12/3 10:21,黄鱼,生鲜,0
卢***,2,筋头巴脑,1679538096,2145/12/3 10:21,黄鱼,生鲜,0
露***,0,我也只知道这个歌,1679538096,2145/12/3 10:21,黄鱼,生鲜,0
媛***,0,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679538099,2145/12/3 10:21,黄鱼,生鲜,0
梅***,2,知否。知否应是,1679538099,2145/12/3 10:21,黄鱼,生鲜,0
懒***,2,好听,1679538100,2145/12/3 10:21,黄鱼,生鲜,0
唯***,1,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679538100,2145/12/3 10:21,黄鱼,生鲜,0
奧***,2,好聽[赞],1679538104,2145/12/3 10:21,黄鱼,生鲜,0
萤***,2,坚果没有纯享的吗？,1679538105,2145/12/3 10:21,黄鱼,生鲜,0
幻***,1,[赞][赞],1679538105,2145/12/3 10:21,黄鱼,生鲜,0
梦***,2,[比心][比心][比心][比心][比心],1679538106,2145/12/3 10:21,黄鱼,生鲜,0
媛***,0,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679538106,2145/12/3 10:21,黄鱼,生鲜,0
燕***,2,[赞][赞][赞][赞][赞],1679538107,2145/12/3 10:21,黄鱼,生鲜,0
喜***,2,本地人都吃不到正宗的文昌鸡呢！哪来这么多文昌鸡??,1679538109,2145/12/3 10:21,黄鱼,生鲜,0
??***,2,好听,1679538112,2145/12/3 10:21,黄鱼,生鲜,0
s***,0,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679538114,2145/12/3 10:21,黄鱼,生鲜,0
淡***,2,好听,1679538115,2145/12/3 10:21,黄鱼,生鲜,0
s***,0,好好听[比心],1679538116,2145/12/3 10:21,黄鱼,生鲜,0
燕***,2,好听,1679538116,2145/12/3 10:21,黄鱼,生鲜,0
媛***,0,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679538116,2145/12/3 10:21,黄鱼,生鲜,0
M***,0,好听好听[比心][比心][比心],1679538117,2145/12/3 10:21,黄鱼,生鲜,0
眼***,2,冬冬唱歌很好听啊！,1679538117,2145/12/3 10:21,黄鱼,生鲜,0
爱***,0,[泪奔],1679538119,2145/12/3 10:21,黄鱼,生鲜,0
郗***,2,好听,1679538123,2145/12/3 10:22,黄鱼,生鲜,0
幻***,1,个个都是宝藏主播[赞][赞],1679538125,2145/12/3 10:22,黄鱼,生鲜,0
燕***,2,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679538128,2145/12/3 10:22,黄鱼,生鲜,0
不***,2,好好听,1679538128,2145/12/3 10:22,黄鱼,生鲜,0
s***,0,再唱几句,1679538130,2145/12/3 10:22,黄鱼,生鲜,0
塘***,0,冬冬也唱唱红日,1679538135,2145/12/3 10:22,黄鱼,生鲜,0
震***,0,董董在哪个直播间？,1679538139,2145/12/3 10:22,黄鱼,生鲜,0
平***,1,冬冬脸型还挺像胡夏的[看],1679538150,2145/12/3 10:22,黄鱼,生鲜,0
静***,2,管家,1679538157,2145/12/3 10:22,黄鱼,生鲜,0
唯***,1,[奋斗][奋斗][奋斗][奋斗][奋斗][奋斗][奋斗],1679538162,2145/12/3 10:22,黄鱼,生鲜,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538167,2145/12/3 10:22,黄鱼,生鲜,0
高***,2,一条多少克,1679538169,2145/12/3 10:22,黄鱼,生鲜,0
v***,1,小东东声情并茂，眉飞色舞[捂脸][捂脸][捂脸],1679538169,2145/12/3 10:22,黄鱼,生鲜,0
梦***,2,[赞][赞][赞],1679538172,2145/12/3 10:22,黄鱼,生鲜,0
小***,2,这个怎么做的？,1679538174,2145/12/3 10:22,黄鱼,生鲜,0
玉***,2,[赞][赞][赞][赞],1679538174,2145/12/3 10:22,黄鱼,生鲜,0
埖***,2,[赞][赞],1679538181,2145/12/3 10:23,黄鱼,生鲜,0
静***,2,管家[呲牙][呲牙][呲牙][呲牙][呲牙],1679538182,2145/12/3 10:23,黄鱼,生鲜,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679538185,2145/12/3 10:23,黄鱼,生鲜,0
今***,2,还没听冬冬唱过歌，只听两个女生唱过,1679538188,2145/12/3 10:23,黄鱼,生鲜,0
h***,2,老师好,1679538189,2145/12/3 10:23,黄鱼,生鲜,0
埖***,2,这个怎么做,1679538194,2145/12/3 10:23,黄鱼,生鲜,0
v***,1,我对鱼过敏怎么办,1679538202,2145/12/3 10:23,黄鱼,生鲜,0
记***,2,黄花鱼吗,1679538202,2145/12/3 10:23,黄鱼,生鲜,0
麦***,1,不会有鱼鳞吧,1679538207,2145/12/3 10:23,黄鱼,生鲜,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679538208,2145/12/3 10:23,黄鱼,生鲜,0
土***,0,来了,1679538209,2145/12/3 10:23,黄鱼,生鲜,0
如***,2,已拍，加急,1679538209,2145/12/3 10:23,黄鱼,生鲜,0
汤***,2,自营的牛肉干 有货了吗？,1679538213,2145/12/3 10:23,黄鱼,生鲜,0
荳***,2,冲冲冲冲冲冲就对了,1679538213,2145/12/3 10:23,黄鱼,生鲜,0
d***,1,冬冬老师没出发啊,1679538216,2145/12/3 10:23,黄鱼,生鲜,0
荳***,2,买买买买买就对了,1679538217,2145/12/3 10:23,黄鱼,生鲜,0
汤***,2,自营的牛肉干 有货了吗？,1679538217,2145/12/3 10:23,黄鱼,生鲜,0
小***,2,蒸多长时间？,1679538218,2145/12/3 10:23,黄鱼,生鲜,0
微***,2,[赞][赞][赞],1679538220,2145/12/3 10:23,黄鱼,生鲜,0
简***,2,看看8号链接,1679538221,2145/12/3 10:23,黄鱼,生鲜,0
汤***,2,自营的牛肉干 有货了吗？,1679538225,2145/12/3 10:23,黄鱼,生鲜,0
荳***,2,看起来好好吃,1679538226,2145/12/3 10:23,黄鱼,生鲜,0
不***,2,这里没有儿童书籍嘛,1679538227,2145/12/3 10:23,黄鱼,生鲜,0
B***,2,蒸，烧，烤都好吃,1679538232,2145/12/3 10:23,黄鱼,生鲜,0
荳***,2,哈哈哈哈 主播好可爱,1679538233,2145/12/3 10:23,黄鱼,生鲜,0
埖***,2,蒸多少分钟,1679538236,2145/12/3 10:23,黄鱼,生鲜,0
卖***,2,有一回一1诚信交友有票有票有一回一1诚信交友有票有票有一回一1诚信交友有票有票,1679538239,2145/12/3 10:23,黄鱼,生鲜,0
荳***,2,女孩子多吃鱼,1679538240,2145/12/3 10:24,黄鱼,生鲜,0
汤***,2,自营的牛肉干 有货了吗？,1679538240,2145/12/3 10:24,黄鱼,生鲜,0
快***,0,上午好,1679538241,2145/12/3 10:24,黄鱼,生鲜,0
我***,0,@埖*** 八分钟,1679538248,2145/12/3 10:24,黄鱼,生鲜,0
一***,2,这鱼看起来很嫩,1679538252,2145/12/3 10:24,黄鱼,生鲜,0
埖***,2,蒸多少分钟,1679538253,2145/12/3 10:24,黄鱼,生鲜,0
东***,0,@汤*** 今天暂时没有库存了，众多商品不定时返场补货哦，多多关注直播间哈~,1679538255,2145/12/3 10:24,黄鱼,生鲜,0
荳***,2,鱼肉可以多吃点,1679538256,2145/12/3 10:24,黄鱼,生鲜,0
淘***,2,开包即食吗,1679538258,2145/12/3 10:24,黄鱼,生鲜,0
卖***,2,又在吃,1679538260,2145/12/3 10:24,黄鱼,生鲜,0
我***,0,@埖*** 开水上锅 八分钟,1679538262,2145/12/3 10:24,黄鱼,生鲜,0
何***,0,我女的 我可以大杀四方[捂脸],1679538263,2145/12/3 10:24,黄鱼,生鲜,0
清***,0,@不*** 图书号卖,1679538270,2145/12/3 10:24,黄鱼,生鲜,0
涓***,2,冬冬好帅,1679538271,2145/12/3 10:24,黄鱼,生鲜,0
树***,1,苹果醋有货吗,1679538277,2145/12/3 10:24,黄鱼,生鲜,0
云***,0,成都区没有货,1679538277,2145/12/3 10:24,黄鱼,生鲜,0
年***,2,鸡胸肉啥时候有啊,1679538278,2145/12/3 10:24,黄鱼,生鲜,0
喝***,1,[赞][赞][赞],1679538281,2145/12/3 10:24,黄鱼,生鲜,0
二***,2,不敢杀鱼，做不了大哥,1679538282,2145/12/3 10:24,黄鱼,生鲜,0
年***,2,鸡胸肉啥时候有啊,1679538282,2145/12/3 10:24,黄鱼,生鲜,0
一***,2,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],1679538283,2145/12/3 10:24,黄鱼,生鲜,0
年***,2,鸡胸肉啥时候有啊,1679538288,2145/12/3 10:24,黄鱼,生鲜,0
简***,2,看看8号链接,1679538288,2145/12/3 10:24,黄鱼,生鲜,0
管***,0,刺如何,1679538290,2145/12/3 10:24,黄鱼,生鲜,0
狂***,2,我来啦,1679538294,2145/12/3 10:24,黄鱼,生鲜,0
狂***,1,划算,1679538295,2145/12/3 10:24,黄鱼,生鲜,0
清***,2,烤也行，顿顿做过,1679538295,2145/12/3 10:24,黄鱼,生鲜,0
年***,2,鸡胸肉啥时候有啊,1679538297,2145/12/3 10:24,卤味,食品,0
埖***,2,好的，谢谢,1679538298,2145/12/3 10:24,卤味,食品,0
C***,2,[比心][比心][比心],1679538299,2145/12/3 10:24,卤味,食品,0
蓝***,2,[赞][赞][赞][赞][赞][赞][赞][赞],1679538300,2145/12/3 10:25,卤味,食品,0
快***,0,这个确实好吃,1679538304,2145/12/3 10:25,卤味,食品,0
陈***,0,想要咸肉，做腌笃鲜,1679538307,2145/12/3 10:25,卤味,食品,0
喝***,1,[赞][赞][赞][赞][赞],1679538307,2145/12/3 10:25,卤味,食品,0
年***,2,鸡胸肉啥时候有啊,1679538311,2145/12/3 10:25,卤味,食品,0
酒***,2,牛肉饼有吗？？,1679538312,2145/12/3 10:25,卤味,食品,0
陈***,0,想买咸肉,1679538313,2145/12/3 10:25,卤味,食品,0
东***,0,@简*** 讲过的商品哦，大家可以看下讲解回放自助下单哦，想要了解更多的可以看下详情页，具体咨询链接,1679538315,2145/12/3 10:25,卤味,食品,0
m***,0,黄鱼鲞操作简单，蒸上8到 10分钟，美味即成，太方便了！[赞][赞][赞][赞][赞][赞][比心][比心][比心][比心][比心][比心],1679538315,2145/12/3 10:25,卤味,食品,0
喝***,1,[赞][赞][赞][赞],1679538316,2145/12/3 10:25,卤味,食品,0
多***,2,[666][666][666][666],1679538322,2145/12/3 10:25,卤味,食品,0
陈***,0,求咸肉,1679538322,2145/12/3 10:25,卤味,食品,0
管***,0,唱首歌,1679538322,2145/12/3 10:25,卤味,食品,0
陈***,0,求咸肉,1679538327,2145/12/3 10:25,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538328,2145/12/3 10:25,卤味,食品,0
怡***,2,太有诱惑力啦,1679538331,2145/12/3 10:25,卤味,食品,0
裹***,2,已拍,1679538336,2145/12/3 10:25,卤味,食品,0
御***,2,好吃好吃,1679538339,2145/12/3 10:25,卤味,食品,0
陈***,0,求咸肉,1679538340,2145/12/3 10:25,卤味,食品,0
洁***,2,[玫瑰][玫瑰][玫瑰],1679538346,2145/12/3 10:25,卤味,食品,0
喝***,1,[赞][赞][赞],1679538348,2145/12/3 10:25,卤味,食品,0
裹***,2,好吃,1679538348,2145/12/3 10:25,卤味,食品,0
淘***,2,看着很美味哦,1679538354,2145/12/3 10:25,卤味,食品,0
管***,0,这工作太爽了，天天吃,1679538356,2145/12/3 10:25,卤味,食品,0
西***,0,炒锅在哪下单,1679538359,2145/12/3 10:25,卤味,食品,0
东***,0,@陈*** 今天暂时没有库存了，众多商品不定时返场补货哦，多多关注直播间哈~,1679538359,2145/12/3 10:25,卤味,食品,0
荳***,2,看起来好好吃呀,1679538360,2145/12/3 10:26,卤味,食品,0
喝***,1,[赞][赞][赞][赞],1679538364,2145/12/3 10:26,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538368,2145/12/3 10:26,卤味,食品,0
安***,1,带汤两斤吗,1679538368,2145/12/3 10:26,卤味,食品,0
浩***,2,天天看??天天买，再这么下去你们最好推几款冰箱冰柜[呲牙],1679538371,2145/12/3 10:26,卤味,食品,0
不***,0,吃胖了算工伤不[捂脸],1679538375,2145/12/3 10:26,卤味,食品,0
随***,0,太羡慕了这工作大吃二喝,1679538378,2145/12/3 10:26,卤味,食品,0
林***,2,已拍烤肠,1679538378,2145/12/3 10:26,卤味,食品,0
梦***,2,[赞][赞][赞][赞],1679538380,2145/12/3 10:26,卤味,食品,0
拉***,0,辣吗,1679538382,2145/12/3 10:26,卤味,食品,0
芙***,0,冬冬脸上有米粒,1679538382,2145/12/3 10:26,卤味,食品,0
爱***,0,[泪奔]我要去点个外卖,1679538382,2145/12/3 10:26,卤味,食品,0
@***,2,辣不辣,1679538384,2145/12/3 10:26,卤味,食品,0
大***,2,我来啦来啦来啦来啦来啦来啦来啦,1679538384,2145/12/3 10:26,卤味,食品,0
喝***,1,[赞][赞][赞][赞],1679538386,2145/12/3 10:26,卤味,食品,0
r***,2,[赞][赞][赞][赞][赞],1679538390,2145/12/3 10:26,卤味,食品,0
夏***,2,4号看看,1679538391,2145/12/3 10:26,卤味,食品,0
限***,2,买回来加热就可以吃吗？,1679538390,2145/12/3 10:26,卤味,食品,0
s***,2,61号拍不了,1679538392,2145/12/3 10:26,卤味,食品,0
格***,2,什么米,1679538400,2145/12/3 10:26,卤味,食品,0
会***,0,什么时候有苏泊尔的空气炸锅,1679538403,2145/12/3 10:26,卤味,食品,0
东***,0,拍不了可能是附近仓库暂无库存了，可以换个地址试试呢，紧急补货中，请耐心等待哦,1679538403,2145/12/3 10:26,卤味,食品,0
用***,0,辣不辣,1679538405,2145/12/3 10:26,卤味,食品,0
@***,2,辣不辣,1679538406,2145/12/3 10:26,卤味,食品,0
格***,2,感觉这个米饭可以,1679538409,2145/12/3 10:26,卤味,食品,0
***,2,辣的吗,1679538410,2145/12/3 10:26,卤味,食品,0
东***,0,@夏*** 讲过的商品哦，大家可以看下讲解回放自助下单哦，想要了解更多的可以看下详情页，具体咨询链接,1679538414,2145/12/3 10:26,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538421,2145/12/3 10:27,卤味,食品,0
淘***,2,颜色很好看,1679538421,2145/12/3 10:27,卤味,食品,0
用***,1,看着好有食欲,1679538423,2145/12/3 10:27,卤味,食品,0
嘿***,2,冬冬嘴之大，一碗米饭放得下,1679538424,2145/12/3 10:27,卤味,食品,0
布***,2,好想买，但是没冰柜放，有冰柜推荐吗[呲牙],1679538426,2145/12/3 10:27,卤味,食品,0
会***,0,什么时候有苏泊尔的空气炸锅,1679538432,2145/12/3 10:27,卤味,食品,0
小***,2,这是吃午饭了,1679538433,2145/12/3 10:27,卤味,食品,0
梦***,2,[赞][赞][赞][赞],1679538439,2145/12/3 10:27,卤味,食品,0
小***,2,看着吃的好香[捂脸],1679538445,2145/12/3 10:27,卤味,食品,0
c***,2,三文鱼有吗,1679538449,2145/12/3 10:27,卤味,食品,0
X***,2,@布*** 这个常温储存,1679538452,2145/12/3 10:27,卤味,食品,0
矮***,2,自己加点配菜  就是一顿大餐啊[比心][比心][比心],1679538453,2145/12/3 10:27,卤味,食品,0
东***,0,@会*** 今天暂时没有库存了，众多商品不定时返场补货哦，多多关注直播间哈~,1679538453,2145/12/3 10:27,卤味,食品,0
s***,0,[捂脸][捂脸][捂脸],1679538454,2145/12/3 10:27,卤味,食品,0
橘***,2,有内脏吗,1679538456,2145/12/3 10:27,卤味,食品,0
??***,2,是预制菜吗,1679538457,2145/12/3 10:27,卤味,食品,0
敏***,2,冰柜？,1679538457,2145/12/3 10:27,卤味,食品,0
会***,0,什么时候有苏泊尔的空气炸锅,1679538460,2145/12/3 10:27,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538460,2145/12/3 10:27,卤味,食品,0
我***,2,没了,1679538462,2145/12/3 10:27,卤味,食品,0
甜***,2,买冰柜[泣不成声][泣不成声],1679538463,2145/12/3 10:27,卤味,食品,0
Y***,0,没了？,1679538465,2145/12/3 10:27,卤味,食品,0
会***,0,什么时候有苏泊尔的空气炸锅,1679538466,2145/12/3 10:27,卤味,食品,0
胖***,2,抢完了[泪奔],1679538469,2145/12/3 10:27,卤味,食品,0
西***,2,想要蒜香排骨,1679538475,2145/12/3 10:27,卤味,食品,0
矮***,2,加点萝卜  土豆,1679538477,2145/12/3 10:27,卤味,食品,0
??***,2,家里冰柜放不下怎么办,1679538478,2145/12/3 10:27,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538479,2145/12/3 10:27,卤味,食品,0
般***,0,买冰柜？,1679538481,2145/12/3 10:28,卤味,食品,0
你***,0,很好听,1679538487,2145/12/3 10:28,卤味,食品,0
瑜***,0,打开就可以吃了吗？,1679538489,2145/12/3 10:28,卤味,食品,0
用***,0,[衰],1679538490,2145/12/3 10:28,卤味,食品,0
咿***,2,欧亚牛奶,1679538491,2145/12/3 10:28,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538491,2145/12/3 10:28,卤味,食品,0
爱***,0,老公不让买冰柜[偷笑],1679538491,2145/12/3 10:28,卤味,食品,0
一***,0,辣不,1679538494,2145/12/3 10:28,卤味,食品,0
慧***,2,冰柜已买[呲牙],1679538494,2145/12/3 10:28,卤味,食品,0
捣***,0,酥软吗,1679538495,2145/12/3 10:28,卤味,食品,0
咿***,2,欧亚,1679538496,2145/12/3 10:28,卤味,食品,0
裙***,0,猕猴桃有吗,1679538496,2145/12/3 10:28,卤味,食品,0
後***,2,新鲜洋芋巴适,1679538499,2145/12/3 10:28,卤味,食品,0
咿***,2,欧亚什么时候有呢,1679538505,2145/12/3 10:28,卤味,食品,0
一***,0,辣不,1679538506,2145/12/3 10:28,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538506,2145/12/3 10:28,卤味,食品,0
裙***,0,猕猴桃有吗,1679538507,2145/12/3 10:28,卤味,食品,0
一***,2,[比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心][比心],1679538507,2145/12/3 10:28,卤味,食品,0
陌***,2,没有蓝莓原浆了吗,1679538507,2145/12/3 10:28,卤味,食品,0
用***,0,[衰],1679538509,2145/12/3 10:28,卤味,食品,0
矮***,2,常温保存就可以  常温保存就可以,1679538510,2145/12/3 10:28,卤味,食品,0
淘***,2,猕猴桃来,1679538512,2145/12/3 10:28,卤味,食品,0
裙***,0,猕猴桃有吗,1679538517,2145/12/3 10:28,卤味,食品,0
雨***,2,牛骨头有吗？,1679538518,2145/12/3 10:28,卤味,食品,0
胖***,2,抢了2盒,1679538520,2145/12/3 10:28,卤味,食品,0
咿***,2,欧亚什么时候有,1679538522,2145/12/3 10:28,卤味,食品,0
??***,2,带着汤2斤？,1679538522,2145/12/3 10:28,卤味,食品,0
山***,0,不要叫宝贝,1679538522,2145/12/3 10:28,卤味,食品,0
往***,1,[比心][比心][比心][比心],1679538523,2145/12/3 10:28,卤味,食品,0
咿***,2,欧亚什么时候有,1679538525,2145/12/3 10:28,卤味,食品,0
董***,2,今天还有湿纸巾吗,1679538526,2145/12/3 10:28,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538528,2145/12/3 10:28,卤味,食品,0
山***,0,不要叫宝贝,1679538529,2145/12/3 10:28,卤味,食品,0
咿***,2,欧亚什么时候有,1679538532,2145/12/3 10:28,卤味,食品,0
梦***,2,[比心][比心][比心][比心],1679538532,2145/12/3 10:28,卤味,食品,0
珩***,0,玫瑰花还会上么,1679538533,2145/12/3 10:28,卤味,食品,0
我***,2,666666,1679538534,2145/12/3 10:28,卤味,食品,0
山***,0,不要叫宝贝,1679538538,2145/12/3 10:28,卤味,食品,0
苗***,2,来了,1679538542,2145/12/3 10:29,卤味,食品,0
後***,2,这个牛肉比方便面里面的有料哈,1679538543,2145/12/3 10:29,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538543,2145/12/3 10:29,卤味,食品,0
我***,2,冬冬可爱,1679538547,2145/12/3 10:29,卤味,食品,0
用***,0,666,1679538549,2145/12/3 10:29,卤味,食品,0
矮***,2,@山*** ？？,1679538551,2145/12/3 10:29,卤味,食品,0
云***,2,辣吗,1679538552,2145/12/3 10:29,卤味,食品,0
雨***,2,东东颜值无敌了[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],1679538556,2145/12/3 10:29,卤味,食品,0
魔***,2,全麦面包,1679538557,2145/12/3 10:29,卤味,食品,0
苗***,2,[赞][赞][赞][赞][赞][赞],1679538559,2145/12/3 10:29,卤味,食品,0
风***,2,东东还没有出发呀,1679538561,2145/12/3 10:29,卤味,食品,0
浮***,1,这中午饭有点早啊,1679538562,2145/12/3 10:29,卤味,食品,0
吴***,0,一盒几袋,1679538562,2145/12/3 10:29,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538563,2145/12/3 10:29,卤味,食品,0
木***,0,[赞][赞][赞][赞][赞][赞][赞][赞][赞][赞],1679538565,2145/12/3 10:29,卤味,食品,0
後***,2,口水流了,1679538565,2145/12/3 10:29,卤味,食品,0
小***,0,没有了,1679538566,2145/12/3 10:29,卤味,食品,0
@***,2,买了,1679538568,2145/12/3 10:29,卤味,食品,0
矮***,2,哈哈哈哈哈哈哈哈,1679538569,2145/12/3 10:29,卤味,食品,0
香***,2,吃的好香,1679538569,2145/12/3 10:29,卤味,食品,0
淘***,2,辣吗,1679538575,2145/12/3 10:29,卤味,食品,0
我***,2,这就吃饭了,1679538576,2145/12/3 10:29,卤味,食品,0
??***,2,没有了,1679538577,2145/12/3 10:29,卤味,食品,0
苗***,2,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],1679538578,2145/12/3 10:29,卤味,食品,0
f***,0,没了,1679538582,2145/12/3 10:29,卤味,食品,0
m***,0,每次进来都是在吃吃吃[捂脸],1679538582,2145/12/3 10:29,卤味,食品,0
欧***,2,冬冬是我减肥路上最大的绊脚石,1679538584,2145/12/3 10:29,卤味,食品,0
荳***,2,吃得好香啊啊啊啊啊,1679538584,2145/12/3 10:29,卤味,食品,0
飞***,2,[赞][赞][赞][赞][赞],1679538587,2145/12/3 10:29,卤味,食品,0
欧***,2,冬冬是我减肥路上最大的绊脚石,1679538587,2145/12/3 10:29,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538588,2145/12/3 10:29,卤味,食品,0
顺***,2,冬冬吃饱来，午饭直接解决掉,1679538589,2145/12/3 10:29,卤味,食品,0
陈***,2,一袋多少量  看看,1679538589,2145/12/3 10:29,卤味,食品,0
梦***,2,好香,1679538590,2145/12/3 10:29,卤味,食品,0
欧***,2,冬冬是我减肥路上最大的绊脚石,1679538591,2145/12/3 10:29,卤味,食品,0
一***,2,冬冬下午几点出发？,1679538592,2145/12/3 10:29,卤味,食品,0
苗***,2,辣吗？,1679538593,2145/12/3 10:29,卤味,食品,0
矮***,2,常温保存就可以  常温保存就可以,1679538595,2145/12/3 10:29,卤味,食品,0
荳***,2,哈哈哈哈哈  减肥的绑脚石,1679538595,2145/12/3 10:29,卤味,食品,0
矮***,2,常温保存就可以  常温保存就可以,1679538599,2145/12/3 10:29,卤味,食品,0
苗***,2,馋人,1679538600,2145/12/3 10:30,卤味,食品,0
欧***,2,冬冬是我减肥路上最大的绊脚石,1679538600,2145/12/3 10:30,卤味,食品,0
苗***,2,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],1679538603,2145/12/3 10:30,卤味,食品,0
梦***,2,[赞][赞][赞][赞],1679538603,2145/12/3 10:30,卤味,食品,0
1***,2,盒子放反啦,1679538604,2145/12/3 10:30,卤味,食品,0
东***,0,大家有需要的商品在小黄车里找下都已经开价，没有的就是暂无库存，不定时返场哦，具体咨询链接左下角客服哈,1679538604,2145/12/3 10:30,卤味,食品,0
阳***,0,辣吗？,1679538610,2145/12/3 10:30,卤味,食品,0
看***,1,老师现在吃的是早餐还是午餐？不，老师吃的是工作餐[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],1679538611,2145/12/3 10:30,卤味,食品,0
青***,2,看着都好好吃,1679538612,2145/12/3 10:30,卤味,食品,0
爽***,2,馋人,1679538614,2145/12/3 10:30,卤味,食品,0
山***,0,冬冬很棒的,1679538617,2145/12/3 10:30,卤味,食品,0
我***,2,在这里当主播一日三餐不用做了吧,1679538617,2145/12/3 10:30,卤味,食品,0
东***,0,产品规格不同，大家想要了解更多商品细节看下详情页或回放了解下哦，具体咨询链接左下角客服哈,1679538619,2145/12/3 10:30,卤味,食品,0
青***,2,饿了,1679538620,2145/12/3 10:30,卤味,食品,0
爽***,2,感觉都好吃,1679538620,2145/12/3 10:30,卤味,食品,0
随***,0,油腻吗，不想太香的,1679538622,2145/12/3 10:30,卤味,食品,0
